"Subject" "Activity" "Variable" "Measurements"
"2569" 19 "WALKING_UPSTAIRS" "tBodyAccJerkmeanZ" 0.0316681980575
"2570" 20 "WALKING_UPSTAIRS" "tBodyAccJerkmeanZ" -0.024542099304902
"2571" 21 "WALKING_UPSTAIRS" "tBodyAccJerkmeanZ" -0.0360115472978723
"2572" 22 "WALKING_UPSTAIRS" "tBodyAccJerkmeanZ" -0.033616970907381
"2573" 23 "WALKING_UPSTAIRS" "tBodyAccJerkmeanZ" 0.0159234167843137
"2574" 24 "WALKING_UPSTAIRS" "tBodyAccJerkmeanZ" -0.0132353651798305
"2575" 25 "WALKING_UPSTAIRS" "tBodyAccJerkmeanZ" -0.0116906813498462
"2576" 26 "WALKING_UPSTAIRS" "tBodyAccJerkmeanZ" -0.0117089275472727
"2577" 27 "WALKING_UPSTAIRS" "tBodyAccJerkmeanZ" 0.0067467910745098
"2578" 28 "WALKING_UPSTAIRS" "tBodyAccJerkmeanZ" 0.00749081657058823
"2579" 29 "WALKING_UPSTAIRS" "tBodyAccJerkmeanZ" -0.0290713871612245
"2580" 30 "WALKING_UPSTAIRS" "tBodyAccJerkmeanZ" 0.0161506198923077
"2581" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.0109719730183673
"2582" 2 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.0209351677765957
"2583" 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.00202727978142857
"2584" 4 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.00729137766444444
"2585" 5 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" 0.0213397664446809
"2586" 6 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.00932470617291667
"2587" 7 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.0160390392510638
"2588" 8 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.0394356157631579
"2589" 9 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" 0.00262568854761905
"2590" 10 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" 0.000152617173684209
"2591" 11 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.0225208905847826
"2592" 12 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" 0.00485262425869565
"2593" 13 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.0252977670276596
"2594" 14 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" 0.0104952601188889
"2595" 15 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.0100212901547619
"2596" 16 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.029312256293617
"2597" 17 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.00939838078195652
"2598" 18 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.01417699182
"2599" 19 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.00955202497435897
"2600" 20 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.00253482149777778
"2601" 21 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.0125551085533333
"2602" 22 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" 0.0112499015
"2603" 23 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.000982717101851849
"2604" 24 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.00846915857363636
"2605" 25 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.0113348791672414
"2606" 26 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.01189114264
"2607" 27 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.00985034750909091
"2608" 28 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" 0.00123950141304348
"2609" 29 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.0140642983104167
"2610" 30 "WALKING_DOWNSTAIRS" "tBodyAccJerkmeanZ" -0.0118301423032258
"2611" 1 "SITTING" "tBodyAccJerkmeanZ" -0.00336779235021277
"2612" 2 "SITTING" "tBodyAccJerkmeanZ" 0.00760546929869565
"2613" 3 "SITTING" "tBodyAccJerkmeanZ" -0.00423348373557692
"2614" 4 "SITTING" "tBodyAccJerkmeanZ" -0.0121499951596
"2615" 5 "SITTING" "tBodyAccJerkmeanZ" 0.00338609594827273
"2616" 6 "SITTING" "tBodyAccJerkmeanZ" 0.00623727782090909
"2617" 7 "SITTING" "tBodyAccJerkmeanZ" 0.0162004141964583
"2618" 8 "SITTING" "tBodyAccJerkmeanZ" -0.0106808920069565
"2619" 9 "SITTING" "tBodyAccJerkmeanZ" -0.008674672651
"2620" 10 "SITTING" "tBodyAccJerkmeanZ" -0.00499566427666667
"2621" 11 "SITTING" "tBodyAccJerkmeanZ" 0.00833400761716981
"2622" 12 "SITTING" "tBodyAccJerkmeanZ" -0.0020457599227451
"2623" 13 "SITTING" "tBodyAccJerkmeanZ" -0.0232397245106122
"2624" 14 "SITTING" "tBodyAccJerkmeanZ" -0.0105744513096296
"2625" 15 "SITTING" "tBodyAccJerkmeanZ" -0.00237207545345763
"2626" 16 "SITTING" "tBodyAccJerkmeanZ" -0.0115030575052174
"2627" 17 "SITTING" "tBodyAccJerkmeanZ" -0.0015544841534375
"2628" 18 "SITTING" "tBodyAccJerkmeanZ" 0.00278757042058246
"2629" 19 "SITTING" "tBodyAccJerkmeanZ" 0.00173106800213699
"2630" 20 "SITTING" "tBodyAccJerkmeanZ" 0.00160134859924242
"2631" 21 "SITTING" "tBodyAccJerkmeanZ" -0.000175352166235294
"2632" 22 "SITTING" "tBodyAccJerkmeanZ" -0.0126852481958065
"2633" 23 "SITTING" "tBodyAccJerkmeanZ" -0.00148823351367647
"2634" 24 "SITTING" "tBodyAccJerkmeanZ" -0.00113300171426471
"2635" 25 "SITTING" "tBodyAccJerkmeanZ" 0.00210760835861538
"2636" 26 "SITTING" "tBodyAccJerkmeanZ" -0.00780237981320513
"2637" 27 "SITTING" "tBodyAccJerkmeanZ" -0.00611285425957143
"2638" 28 "SITTING" "tBodyAccJerkmeanZ" 0.000257854017638888
"2639" 29 "SITTING" "tBodyAccJerkmeanZ" 0.003167700952
"2640" 30 "SITTING" "tBodyAccJerkmeanZ" -0.00278161828080645
"2641" 1 "STANDING" "tBodyAccJerkmeanZ" -0.00368524954709434
"2642" 2 "STANDING" "tBodyAccJerkmeanZ" -0.00837158846722222
"2643" 3 "STANDING" "tBodyAccJerkmeanZ" -0.00807177934114754
"2644" 4 "STANDING" "tBodyAccJerkmeanZ" -0.0211889890567857
"2645" 5 "STANDING" "tBodyAccJerkmeanZ" -0.0122812220569643
"2646" 6 "STANDING" "tBodyAccJerkmeanZ" -0.00481712245438596
"2647" 7 "STANDING" "tBodyAccJerkmeanZ" -0.0108420294035849
"2648" 8 "STANDING" "tBodyAccJerkmeanZ" 0.00322153267648148
"2649" 9 "STANDING" "tBodyAccJerkmeanZ" -0.004700785502
"2650" 10 "STANDING" "tBodyAccJerkmeanZ" -0.00485841031477273
"2651" 11 "STANDING" "tBodyAccJerkmeanZ" -0.00074591623212766
"2652" 12 "STANDING" "tBodyAccJerkmeanZ" -0.00788131384131148
"2653" 13 "STANDING" "tBodyAccJerkmeanZ" -0.000704979340543859
"2654" 14 "STANDING" "tBodyAccJerkmeanZ" -0.00720777760485
"2655" 15 "STANDING" "tBodyAccJerkmeanZ" -0.00658737093471698
"2656" 16 "STANDING" "tBodyAccJerkmeanZ" -0.00476310557910256
"2657" 17 "STANDING" "tBodyAccJerkmeanZ" -0.00403599594166667
"2658" 18 "STANDING" "tBodyAccJerkmeanZ" -0.00181640480191781
"2659" 19 "STANDING" "tBodyAccJerkmeanZ" 0.00129216333878082
"2660" 20 "STANDING" "tBodyAccJerkmeanZ" -0.00613681937487671
"2661" 21 "STANDING" "tBodyAccJerkmeanZ" -0.00332093673865168
"2662" 22 "STANDING" "tBodyAccJerkmeanZ" -0.00626291653857143
"2663" 23 "STANDING" "tBodyAccJerkmeanZ" -0.00529260911370588
"2664" 24 "STANDING" "tBodyAccJerkmeanZ" -0.00358774904913043
"2665" 25 "STANDING" "tBodyAccJerkmeanZ" -0.00622808791433784
"2666" 26 "STANDING" "tBodyAccJerkmeanZ" -0.00219497782824324
"2667" 27 "STANDING" "tBodyAccJerkmeanZ" -0.00137950299425
"2668" 28 "STANDING" "tBodyAccJerkmeanZ" -0.00267810077607595
"2669" 29 "STANDING" "tBodyAccJerkmeanZ" 0.000332894985246154
"2670" 30 "STANDING" "tBodyAccJerkmeanZ" 0.00190841458130508
"2671" 1 "LAYING" "tBodyAccJerkmeanZ" 0.010834236361
"2672" 2 "LAYING" "tBodyAccJerkmeanZ" -0.00180264895625
"2673" 3 "LAYING" "tBodyAccJerkmeanZ" -0.00435625874355645
"2674" 4 "LAYING" "tBodyAccJerkmeanZ" -0.00641054328740741
"2675" 5 "LAYING" "tBodyAccJerkmeanZ" -0.00304067159653846
"2676" 6 "LAYING" "tBodyAccJerkmeanZ" 0.00328817288070175
"2677" 7 "LAYING" "tBodyAccJerkmeanZ" -0.0131653918205769
"2678" 8 "LAYING" "tBodyAccJerkmeanZ" -0.0169218791344444
"2679" 9 "LAYING" "tBodyAccJerkmeanZ" -0.0070536778584
"2680" 10 "LAYING" "tBodyAccJerkmeanZ" 0.00716689586275862
"2681" 11 "LAYING" "tBodyAccJerkmeanZ" 0.00277690502070175
"2682" 12 "LAYING" "tBodyAccJerkmeanZ" -0.0043714837772
"2683" 13 "LAYING" "tBodyAccJerkmeanZ" -0.00988389709596774
"2684" 14 "LAYING" "tBodyAccJerkmeanZ" -0.0323601505045098
"2685" 15 "LAYING" "tBodyAccJerkmeanZ" -0.00443927981861111
"2686" 16 "LAYING" "tBodyAccJerkmeanZ" -0.00154105089764286
"2687" 17 "LAYING" "tBodyAccJerkmeanZ" -0.000143542544507042
"2688" 18 "LAYING" "tBodyAccJerkmeanZ" -0.00121344813430769
"2689" 19 "LAYING" "tBodyAccJerkmeanZ" -0.000988690855325301
"2690" 20 "LAYING" "tBodyAccJerkmeanZ" -0.00309891846569118
"2691" 21 "LAYING" "tBodyAccJerkmeanZ" -0.0139053438591111
"2692" 22 "LAYING" "tBodyAccJerkmeanZ" -0.00467438744166667
"2693" 23 "LAYING" "tBodyAccJerkmeanZ" -0.00628235060277778
"2694" 24 "LAYING" "tBodyAccJerkmeanZ" -0.00589225849902778
"2695" 25 "LAYING" "tBodyAccJerkmeanZ" -0.0307179435315068
"2696" 26 "LAYING" "tBodyAccJerkmeanZ" -0.00614755098663158
"2697" 27 "LAYING" "tBodyAccJerkmeanZ" -0.000685549292837838
"2698" 28 "LAYING" "tBodyAccJerkmeanZ" 0.006009719386425
"2699" 29 "LAYING" "tBodyAccJerkmeanZ" 0.00241542784130435
"2700" 30 "LAYING" "tBodyAccJerkmeanZ" -0.000374189681428571
"2701" 1 "WALKING" "tBodyAccJerkstdX" -0.113615602435789
"2702" 2 "WALKING" "tBodyAccJerkstdX" -0.277530462620339
"2703" 3 "WALKING" "tBodyAccJerkstdX" -0.26867964387931
"2704" 4 "WALKING" "tBodyAccJerkstdX" -0.297042612533333
"2705" 5 "WALKING" "tBodyAccJerkstdX" -0.302891024625
"2706" 6 "WALKING" "tBodyAccJerkstdX" -0.132784766936842
"2707" 7 "WALKING" "tBodyAccJerkstdX" -0.346026226140351
"2708" 8 "WALKING" "tBodyAccJerkstdX" -0.2586886278125
"2709" 9 "WALKING" "tBodyAccJerkstdX" -0.206733787961538
"2710" 10 "WALKING" "tBodyAccJerkstdX" -0.0521991013207547
"2711" 11 "WALKING" "tBodyAccJerkstdX" -0.428516343559322
"2712" 12 "WALKING" "tBodyAccJerkstdX" -0.01350661106
"2713" 13 "WALKING" "tBodyAccJerkstdX" -0.220910068015789
"2714" 14 "WALKING" "tBodyAccJerkstdX" -0.454497019661017
"2715" 15 "WALKING" "tBodyAccJerkstdX" -0.373217585
"2716" 16 "WALKING" "tBodyAccJerkstdX" -0.396223738431373
"2717" 17 "WALKING" "tBodyAccJerkstdX" -0.355492635409836
"2718" 18 "WALKING" "tBodyAccJerkstdX" -0.368056913928571
"2719" 19 "WALKING" "tBodyAccJerkstdX" 0.110306729315577
"2720" 20 "WALKING" "tBodyAccJerkstdX" -0.090645041854902
"2721" 21 "WALKING" "tBodyAccJerkstdX" -0.114888873837692
"2722" 22 "WALKING" "tBodyAccJerkstdX" 0.0358787094391304
"2723" 23 "WALKING" "tBodyAccJerkstdX" -0.229328122305085
"2724" 24 "WALKING" "tBodyAccJerkstdX" -0.485863255344828
"2725" 25 "WALKING" "tBodyAccJerkstdX" -0.607620931621622
"2726" 26 "WALKING" "tBodyAccJerkstdX" -0.328452881355932
"2727" 27 "WALKING" "tBodyAccJerkstdX" -0.316184021578947
"2728" 28 "WALKING" "tBodyAccJerkstdX" -0.335700184259259
"2729" 29 "WALKING" "tBodyAccJerkstdX" -0.22143354279434
"2730" 30 "WALKING" "tBodyAccJerkstdX" -0.374400941384615
"2731" 1 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.446843887735849
"2732" 2 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.276121886479167
"2733" 3 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.458364616949153
"2734" 4 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.380488027307692
"2735" 5 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.223896564340426
"2736" 6 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.180301156098039
"2737" 7 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.415153115882353
"2738" 8 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.186618895268293
"2739" 9 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.335291644693878
"2740" 10 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.187220175510638
"2741" 11 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.452961683518519
"2742" 12 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.359856972115385
"2743" 13 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.487325539818182
"2744" 14 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.368780418888889
"2745" 15 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.186944664541667
"2746" 16 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.521089140196078
"2747" 17 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.292665827083333
"2748" 18 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.563202134655172
"2749" 19 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.1742790558
"2750" 20 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.185695388078431
"2751" 21 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.424052014680851
"2752" 22 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.00853992680952381
"2753" 23 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.365398622764706
"2754" 24 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.49876467220339
"2755" 25 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.663642746307692
"2756" 26 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.290879965872727
"2757" 27 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.468066189411765
"2758" 28 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.312671655921569
"2759" 29 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.182365815065306
"2760" 30 "WALKING_UPSTAIRS" "tBodyAccJerkstdX" -0.535420203384615
"2761" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.012283860544898
"2762" 2 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" 0.147249143238298
"2763" 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.0858010042244898
"2764" 4 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.145759708684667
"2765" 5 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" 0.0322415501638298
"2766" 6 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" 0.165271070858333
"2767" 7 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" 0.0285033927287234
"2768" 8 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" 0.250143724521053
"2769" 9 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" 0.017623342197619
"2770" 10 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" 0.223275806105263
"2771" 11 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.0834212653347826
"2772" 12 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" 0.00631914373913043
"2773" 13 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.0740908045319149
"2774" 14 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" 0.0129597549231111
"2775" 15 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" 0.134593836190476
"2776" 16 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.101186926595745
"2777" 17 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.103436471413043
"2778" 18 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.387223932363636
"2779" 19 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" 0.544273037307692
"2780" 20 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.135699627468889
"2781" 21 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" 0.00214655719111111
"2782" 22 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" 0.0869139849722222
"2783" 23 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" 0.198947061775926
"2784" 24 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.337218894
"2785" 25 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.501968387931034
"2786" 26 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.128111641206
"2787" 27 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.00358338882727273
"2788" 28 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.0167652227782609
"2789" 29 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.023952574044375
"2790" 30 "WALKING_DOWNSTAIRS" "tBodyAccJerkstdX" -0.226643901120968
"2791" 1 "SITTING" "tBodyAccJerkstdX" -0.986430711276596
"2792" 2 "SITTING" "tBodyAccJerkstdX" -0.988055854130435
"2793" 3 "SITTING" "tBodyAccJerkstdX" -0.974467390384615
"2794" 4 "SITTING" "tBodyAccJerkstdX" -0.9767421962
"2795" 5 "SITTING" "tBodyAccJerkstdX" -0.975204850227273
"2796" 6 "SITTING" "tBodyAccJerkstdX" -0.969929476363636
"2797" 7 "SITTING" "tBodyAccJerkstdX" -0.982158098125
"2798" 8 "SITTING" "tBodyAccJerkstdX" -0.985188753695652
"2799" 9 "SITTING" "tBodyAccJerkstdX" -0.9645358564
"2800" 10 "SITTING" "tBodyAccJerkstdX" -0.988946414074074
"2801" 11 "SITTING" "tBodyAccJerkstdX" -0.980335163584906
"2802" 12 "SITTING" "tBodyAccJerkstdX" -0.976494200784314
"2803" 13 "SITTING" "tBodyAccJerkstdX" -0.992827264081633
"2804" 14 "SITTING" "tBodyAccJerkstdX" -0.980890655185185
"2805" 15 "SITTING" "tBodyAccJerkstdX" -0.988162333898305
"2806" 16 "SITTING" "tBodyAccJerkstdX" -0.990861134782609
"2807" 17 "SITTING" "tBodyAccJerkstdX" -0.99434060296875
"2808" 18 "SITTING" "tBodyAccJerkstdX" -0.991624662105263
"2809" 19 "SITTING" "tBodyAccJerkstdX" -0.987043285479452
"2810" 20 "SITTING" "tBodyAccJerkstdX" -0.982078229242424
"2811" 21 "SITTING" "tBodyAccJerkstdX" -0.989439392235294
"2812" 22 "SITTING" "tBodyAccJerkstdX" -0.981664149193548
"2813" 23 "SITTING" "tBodyAccJerkstdX" -0.984561803823529
"2814" 24 "SITTING" "tBodyAccJerkstdX" -0.988564382205882
"2815" 25 "SITTING" "tBodyAccJerkstdX" -0.992278621692308
"2816" 26 "SITTING" "tBodyAccJerkstdX" -0.99225839525641
"2817" 27 "SITTING" "tBodyAccJerkstdX" -0.990658097857143
"2818" 28 "SITTING" "tBodyAccJerkstdX" -0.976286679444444
"2819" 29 "SITTING" "tBodyAccJerkstdX" -0.993525560333333
"2820" 30 "SITTING" "tBodyAccJerkstdX" -0.988864577419355
"2821" 1 "STANDING" "tBodyAccJerkstdX" -0.994604542264151
"2822" 2 "STANDING" "tBodyAccJerkstdX" -0.981085715555556
"2823" 3 "STANDING" "tBodyAccJerkstdX" -0.957086489344262
"2824" 4 "STANDING" "tBodyAccJerkstdX" -0.972586541964286
"2825" 5 "STANDING" "tBodyAccJerkstdX" -0.962647080178571
"2826" 6 "STANDING" "tBodyAccJerkstdX" -0.973132635789474
"2827" 7 "STANDING" "tBodyAccJerkstdX" -0.976403544716981
"2828" 8 "STANDING" "tBodyAccJerkstdX" -0.989198879814815
"2829" 9 "STANDING" "tBodyAccJerkstdX" -0.969973398888889
"2830" 10 "STANDING" "tBodyAccJerkstdX" -0.964311490454545
"2831" 11 "STANDING" "tBodyAccJerkstdX" -0.992527404255319
"2832" 12 "STANDING" "tBodyAccJerkstdX" -0.972440195081967
"2833" 13 "STANDING" "tBodyAccJerkstdX" -0.987636104210526
"2834" 14 "STANDING" "tBodyAccJerkstdX" -0.978248526
"2835" 15 "STANDING" "tBodyAccJerkstdX" -0.985459068490566
"2836" 16 "STANDING" "tBodyAccJerkstdX" -0.991026497435897
"2837" 17 "STANDING" "tBodyAccJerkstdX" -0.992094005512821
"2838" 18 "STANDING" "tBodyAccJerkstdX" -0.989436673835616
"2839" 19 "STANDING" "tBodyAccJerkstdX" -0.984792035205479
"2840" 20 "STANDING" "tBodyAccJerkstdX" -0.959528332191781
"2841" 21 "STANDING" "tBodyAccJerkstdX" -0.97706335011236
"2842" 22 "STANDING" "tBodyAccJerkstdX" -0.975639080634921
"2843" 23 "STANDING" "tBodyAccJerkstdX" -0.983141958970588
"2844" 24 "STANDING" "tBodyAccJerkstdX" -0.980573836811594
"2845" 25 "STANDING" "tBodyAccJerkstdX" -0.988312658378378
"2846" 26 "STANDING" "tBodyAccJerkstdX" -0.990498355
"2847" 27 "STANDING" "tBodyAccJerkstdX" -0.987628362
"2848" 28 "STANDING" "tBodyAccJerkstdX" -0.968604559620253
"2849" 29 "STANDING" "tBodyAccJerkstdX" -0.993652820615385
"2850" 30 "STANDING" "tBodyAccJerkstdX" -0.968430745254237
"2851" 1 "LAYING" "tBodyAccJerkstdX" -0.958482112
"2852" 2 "LAYING" "tBodyAccJerkstdX" -0.98587216875
"2853" 3 "LAYING" "tBodyAccJerkstdX" -0.98087931483871
"2854" 4 "LAYING" "tBodyAccJerkstdX" -0.978302781111111
"2855" 5 "LAYING" "tBodyAccJerkstdX" -0.983307862115385
"2856" 6 "LAYING" "tBodyAccJerkstdX" -0.966341054736842
"2857" 7 "LAYING" "tBodyAccJerkstdX" -0.980977756153846
"2858" 8 "LAYING" "tBodyAccJerkstdX" -0.973253042222222
"2859" 9 "LAYING" "tBodyAccJerkstdX" -0.9647404702
"2860" 10 "LAYING" "tBodyAccJerkstdX" -0.978007466724138
"2861" 11 "LAYING" "tBodyAccJerkstdX" -0.985259108596491
"2862" 12 "LAYING" "tBodyAccJerkstdX" -0.969276283333333
"2863" 13 "LAYING" "tBodyAccJerkstdX" -0.98541995
"2864" 14 "LAYING" "tBodyAccJerkstdX" -0.971473557058824
"2865" 15 "LAYING" "tBodyAccJerkstdX" -0.981739386805556
"2866" 16 "LAYING" "tBodyAccJerkstdX" -0.988416723857143
"2867" 17 "LAYING" "tBodyAccJerkstdX" -0.981489017183099
"2868" 18 "LAYING" "tBodyAccJerkstdX" -0.985921071076923
"2869" 19 "LAYING" "tBodyAccJerkstdX" -0.983605223493976
"2870" 20 "LAYING" "tBodyAccJerkstdX" -0.984270728235294
"2871" 21 "LAYING" "tBodyAccJerkstdX" -0.984826520888889
"2872" 22 "LAYING" "tBodyAccJerkstdX" -0.970355191527778
"2873" 23 "LAYING" "tBodyAccJerkstdX" -0.986360446805556
"2874" 24 "LAYING" "tBodyAccJerkstdX" -0.98636543375
"2875" 25 "LAYING" "tBodyAccJerkstdX" -0.973323412328767
"2876" 26 "LAYING" "tBodyAccJerkstdX" -0.989315824868421
"2877" 27 "LAYING" "tBodyAccJerkstdX" -0.986471899324324
"2878" 28 "LAYING" "tBodyAccJerkstdX" -0.9801647165
"2879" 29 "LAYING" "tBodyAccJerkstdX" -0.99200598942029
"2880" 30 "LAYING" "tBodyAccJerkstdX" -0.977463775571429
"2881" 1 "WALKING" "tBodyAccJerkstdY" 0.0670025007684211
"2882" 2 "WALKING" "tBodyAccJerkstdY" -0.0166022362847458
"2883" 3 "WALKING" "tBodyAccJerkstdY" -0.0449619594258621
"2884" 4 "WALKING" "tBodyAccJerkstdY" -0.221165131581667
"2885" 5 "WALKING" "tBodyAccJerkstdY" -0.0910397428607143
"2886" 6 "WALKING" "tBodyAccJerkstdY" 0.00808897373684211
"2887" 7 "WALKING" "tBodyAccJerkstdY" -0.0547448948245614
"2888" 8 "WALKING" "tBodyAccJerkstdY" 0.233987544458333
"2889" 9 "WALKING" "tBodyAccJerkstdY" -0.276929933846154
"2890" 10 "WALKING" "tBodyAccJerkstdY" 0.0750804952113207
"2891" 11 "WALKING" "tBodyAccJerkstdY" -0.181419230254237
"2892" 12 "WALKING" "tBodyAccJerkstdY" -0.089404968585
"2893" 13 "WALKING" "tBodyAccJerkstdY" 0.0565488771722807
"2894" 14 "WALKING" "tBodyAccJerkstdY" -0.344339569152542
"2895" 15 "WALKING" "tBodyAccJerkstdY" -0.0319265467387037
"2896" 16 "WALKING" "tBodyAccJerkstdY" -0.425563858627451
"2897" 17 "WALKING" "tBodyAccJerkstdY" -0.0935385034
"2898" 18 "WALKING" "tBodyAccJerkstdY" -0.320158763392857
"2899" 19 "WALKING" "tBodyAccJerkstdY" 0.0809271194038462
"2900" 20 "WALKING" "tBodyAccJerkstdY" 0.244310894098039
"2901" 21 "WALKING" "tBodyAccJerkstdY" -0.0347143855729423
"2902" 22 "WALKING" "tBodyAccJerkstdY" 0.225542290191304
"2903" 23 "WALKING" "tBodyAccJerkstdY" -0.0805017337711864
"2904" 24 "WALKING" "tBodyAccJerkstdY" -0.302220161206897
"2905" 25 "WALKING" "tBodyAccJerkstdY" -0.382619718513514
"2906" 26 "WALKING" "tBodyAccJerkstdY" -0.261863589338983
"2907" 27 "WALKING" "tBodyAccJerkstdY" -0.104090459225439
"2908" 28 "WALKING" "tBodyAccJerkstdY" -0.220123120851852
"2909" 29 "WALKING" "tBodyAccJerkstdY" -0.087174644469434
"2910" 30 "WALKING" "tBodyAccJerkstdY" -0.270709274446154
"2911" 1 "WALKING_UPSTAIRS" "tBodyAccJerkstdY" -0.378274426037736
"2912" 2 "WALKING_UPSTAIRS" "tBodyAccJerkstdY" -0.185648954220833
"2913" 3 "WALKING_UPSTAIRS" "tBodyAccJerkstdY" -0.251680364540678
"2914" 4 "WALKING_UPSTAIRS" "tBodyAccJerkstdY" -0.281543175326923
"2915" 5 "WALKING_UPSTAIRS" "tBodyAccJerkstdY" -0.125026612744681
